,ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price
1206,US9497461015,WFC,2.0,1.348,,44.69,,,,,,,,EOF696063198,,30.12,2020-12-23,17:54:00,Buy,22.344213649851632
1209,US98980L1017,ZM,1.0,1.35927,,281.47,,,,,,,,EOF700750953,,382.6,2020-12-24,14:55:00,Buy,281.4746150507258
1210,US87663X1028,TTCF,10.0,1.35892,,185.74,,,,,,,,EOF700751661,,25.24,2020-12-24,14:56:00,Buy,18.57357313160451
1211,US7562291002,RCHG,50.0,1.35891,,375.3,,,,,,,,EOF700751721,,10.2,2020-12-24,14:56:00,Buy,7.506015850939355
1212,US35952H6018,FCEL,20.0,1.35567,,187.8,,,,,,,,EOF700757743,,12.73,2020-12-24,15:06:00,Buy,9.390190828151395
1213,US09354A1007,BLNK,5.0,1.35583,,190.29,,,,,,,,EOF700759789,,51.6,2020-12-24,15:09:00,Buy,38.057868611846615
1214,US01609W1027,BABA,3.0,1.3553,,486.27,,,,,,,,EOF700770111,,219.68,2020-12-24,15:31:00,Buy,162.0895742640006
1215,US98980L1017,ZM,3.0,1.35425,,831.09,,,,,,,,EOF701917511,,375.17,2020-12-24,17:57:00,Buy,277.0315672881669
1216,US88160R1014,TSLA,1.0,1.35243,,502.43,,,,,,,,EOF704397594,,679.5,2020-12-28,14:41:00,Buy,502.4289612031676
1217,US31188V1008,FSLY,13.0,1.35273,2.13,919.12,,,,,,,,EOF704402829,,95.64,2020-12-28,14:44:00,Sell,70.7014703599388
1218,US01609W1027,BABA,2.0,1.35162,,330.53,,,,,,,,EOF704413971,,223.38,2020-12-28,14:53:00,Buy,165.26834465308295
1219,US4525211078,IMMR,68.0,1.35155,,514.7,,,,,,,,EOF704424220,,10.23,2020-12-28,15:01:00,Buy,7.569087344160408
1220,US15961R1059,CHPT,8.0,1.34522,,261.79,,,,,,,,EOF706955484,,44.02,2020-12-28,17:31:00,Buy,32.72327202985385
1221,US02083E1055,ALPP,100.0,1.34493,,341.28,,,,,,,,EOF706965424,,4.59,2020-12-28,17:58:00,Buy,3.412817023934331
1222,US29788T1034,ETWO,30.0,1.35073,,255.2,,,,,,,,EOF710854382,,11.49,2020-12-29,14:31:00,Buy,8.506511293892933
1223,US69608A1088,PLTR,8.0,1.35089,,153.38,,,,,,,,EOF710862524,,25.9,2020-12-29,14:32:00,Buy,19.1725455070361
1224,US4525211078,IMMR,68.0,1.35068,18.95,533.65,,,,,,,,EOF713633067,,10.6,2020-12-29,14:44:00,Sell,7.847898836141795
1225,US01609W1027,BABA,1.0,1.35119,,173.5,,,,,,,,EOF715210564,,234.43,2020-12-29,16:41:00,Buy,173.49891577054302
1226,US8522341036,SQ,1.0,1.35079,,157.55,,,,,,,,EOF715219516,,212.82,2020-12-29,17:15:00,Buy,157.55224720348832
1227,US4525211078,IMMR,10.600149,1.34939,,100.0,,,,,,,,EOF715221857,,12.73,2020-12-29,17:25:00,Buy,9.433892351358761
1228,GB00BN7CG237,AML,6.0,100.0,,118.73,,,,,0.59,,,EOF717031462,,1969.0,2020-12-30,08:02:00,Buy,19.69
1229,US0231351067,AMZN,0.15,1.36065,0.3,365.26,,,,,,,,EOF721131565,,3313.3,2020-12-30,15:47:00,Sell,2435.0861720501234
1230,IE00BK5BZQ82,3AMZ,40.0,100.0,83.6,1106.8,,,,,,,,EOF721131904,,2767.0,2020-12-30,15:48:00,Sell,27.67
1231,US02083E1055,ALPP,100.0,1.36129,,297.51,,,,,,,,EOF725939741,,4.05,2020-12-30,19:00:00,Buy,2.9751191884168695
1232,US88160R1014,TSLA,1.0,1.3622,,508.03,,,,,,,,EOF725962299,,692.04,2020-12-30,20:30:00,Buy,508.0311261195125
1233,US62914V1061,NIO,10.0,1.3622,,352.96,,,,,,,,EOF725962437,,48.08,2020-12-30,20:31:00,Buy,35.29584495668771
1234,US0088751062,AIKI,300.0,1.36446,69.52,226.42,,,,,,0.01,,EOF727124813,,1.03,2020-12-31,14:34:00,Limit,0.754877387391349
1235,US83304A1060,SNAP,3.0,1.36453,18.54,108.02,,,,,,,,EOF727130325,,49.13,2020-12-31,14:36:00,Sell,36.00507134324639
1236,US0970231058,BA,3.0,1.36462,32.38,472.9,,,,,,,,EOF727131091,,215.11,2020-12-31,14:37:00,Sell,157.63362694376457
1237,US37519D1072,GIK,50.0,1.36453,22.01,480.75,,,,,,,,EOF730084399,,13.12,2020-12-31,14:39:00,Sell,9.615032282177745
1238,US6792951054,OKTA,0.5,1.36471,5.07,94.91,,,,,,,,EOF730085302,,259.06,2020-12-31,14:41:00,Sell,189.8278755193411
1239,US64110L1061,NFLX,0.7565771,1.3647,13.63,292.04,,,,,,,,EOF730086312,,526.77,2020-12-31,14:42:00,Sell,385.9969224005276
1240,US88160R1014,TSLA,1.0,1.36606,,510.67,,,,,,,,EOF730089931,,697.61,2020-12-31,14:46:00,Buy,510.67303046718297
1241,US62914V1061,NIO,5.0,1.36596,,182.84,,,,,,,,EOF730090053,,49.95,2020-12-31,14:46:00,Buy,36.567688658525874
1242,US98980L1017,ZM,8.0,1.36628,-389.48,2016.8,,,,,,,,EOF730093056,,344.44,2020-12-31,14:50:00,Sell,252.100594314489
1243,US88160R1014,TSLA,1.0,1.36608,,509.48,,,,,,,,EOF730093177,,695.99,2020-12-31,14:50:00,Buy,509.4796790817522
1244,US62914V1061,NIO,20.0,1.36603,,737.02,,,,,,,,EOF730093715,,50.34,2020-12-31,14:51:00,Buy,36.85131366075416
1245,US79466L3024,CRM,3.0,1.3661,-9.6,484.46,,,,,,,,EOF730094167,,220.61,2020-12-31,14:52:00,Sell,161.48891003586854
1246,US35952H6018,FCEL,28.0,1.36616,7.08,231.38,,,,,,0.01,,EOF730097587,,11.29,2020-12-31,14:57:00,Limit,8.264039351174093
1247,US52567D1072,LMND,5.0,1.36635,,454.9,,,,,,,,EOF730107935,,124.31,2020-12-31,15:16:00,Buy,90.9796172283822
1248,US87663X1028,TTCF,10.0,1.36581,,174.99,,,,,,,,EOF730113796,,23.9,2020-12-31,15:28:00,Buy,17.498773621513973
1249,US69608A1088,PLTR,8.0,1.36578,,140.75,,,,,,,,EOF730113871,,24.03,2020-12-31,15:28:00,Buy,17.59434169485569
1250,US15961R1059,CHPT,2.0,1.36524,,59.27,,,,,,,,EOF730115919,,40.46,2020-12-31,15:34:00,Buy,29.635814948287482
1251,US62914V1061,NIO,20.0,1.36549,,729.26,,,,,,,,EOF731233968,,49.79,2020-12-31,16:30:00,Buy,36.463101157826124
1252,US88160R1014,TSLA,1.0,1.36645,,523.09,,,,,,,,EOF731250440,,714.78,2020-12-31,17:30:00,Buy,523.0926854257382
1253,US33813J1060,FSR,9.0,1.36556,,98.2,,,,,,,,EOF731258707,,14.9,2020-12-31,18:09:00,Buy,10.911274495445092
1254,GB00B15FWH70,CINE,865.0,100.0,9.86,564.85,,,,,,,,EOF735152351,,65.3,2021-04-01,11:40:00,Sell,0.653
1255,XS2193972598,3LTS,18.0,1.36759,,1059.86,,,,,,,,EOF735152417,,80.53,2021-04-01,11:41:00,Buy,58.884607228774705
1256,US09354A1007,BLNK,15.0,1.36158,65.8,424.03,,,,,,,,EOF739707524,,38.49,2021-04-01,14:52:00,Sell,28.268629092671752
1257,BMG6964L1072,PSFE,210.0,1.35767,56.09,2190.22,,,,,,,,EOF741124371,,14.16,2021-04-01,15:49:00,Sell,10.42963312145072
1258,US37519D1072,GIK,10.0,1.35792,1.78,93.53,,,,,,,,EOF742590824,,12.7,2021-04-01,16:08:00,Sell,9.352539177565689
1259,US48138M1053,JMIA,20.0,1.35787,100.71,536.87,,,,,,,,EOF742591328,,36.45,2021-04-01,16:09:00,Sell,26.843512265533523
1260,BMG6964L1072,PSFE,100.0,1.35812,,1047.03,,,,,,,,EOF742611252,,14.22,2021-04-01,16:35:00,Buy,10.470356080464171
1261,BMG6964L1072,PSFE,40.0,1.35664,,422.51,,,,,,,,EOF742614712,,14.33,2021-04-01,16:43:00,Buy,10.562861186460667
1262,US37519D1072,GIK,100.0,1.3562,,956.35,,,,,,,,EOF742618957,,12.97,2021-04-01,16:53:00,Buy,9.563486211473235
1263,US92671V1061,VIEW,5.0,1.35536,,40.25,,,,,,,,EOF742619593,,10.91,2021-04-01,16:53:00,Buy,8.049521898241059
1264,US92671V1061,VIEW,30.0,1.35484,,240.03,,,,,,,,EOF744035692,,10.84,2021-04-01,17:31:00,Buy,8.00094476100499
1265,BMG6964L1072,PSFE,20.0,1.3549,,207.69,,,,,,,,EOF744036312,,14.07,2021-04-01,17:32:00,Buy,10.38453022363274
1266,US48138M1053,JMIA,10.0,1.35985,,264.37,,,,,,,,EOF749000402,,35.95,2021-05-01,14:41:00,Buy,26.436739346251425
1267,US15961R1059,CHPT,3.0,1.35565,,85.22,,,,,,,,EOF757255644,,38.51,2021-06-01,14:32:00,Buy,28.407037214620292
1268,US88160R1014,TSLA,2.0,1.35589,93.04,1114.52,,,,,,,,EOF757258997,,755.59,2021-06-01,14:33:00,Sell,557.2649698721873
1269,XS2193972598,3LTS,7.0,1.35518,,461.61,,,,,,,,EOF757261754,,89.37,2021-06-01,14:34:00,Buy,65.94695907554716
1270,US83088V1026,WORK,5.0,1.35696,56.25,153.32,,,,,,,,EOF762484527,,41.61,2021-06-01,14:47:00,Sell,30.6641315882561
1271,US98980L1017,ZM,1.0,1.35787,,255.12,,,,,,,,EOF762496626,,346.42,2021-06-01,14:59:00,Buy,255.12015141361104
1272,XS2193972598,3LTS,5.0,1.35585,,340.69,,,,,,,,EOF762530870,,92.39,2021-06-01,15:43:00,Buy,68.1417560939632
1274,US29788T1034,ETWO,10.0,1.3604,,81.15,,,,,,,,EOF766220699,,11.04,2021-06-01,19:30:00,Buy,8.115260217583064
1275,US62914V1061,NIO,100.0,1.36107,177.83,3691.95,,,,,,,,EOF766226921,,50.25,2021-06-01,19:43:00,Sell,36.919482466001014
1276,BMG6964L1072,PSFE,15.0,1.36061,,161.18,,,,,,,,EOF766228351,,14.62,2021-06-01,19:46:00,Buy,10.745180470524248
1277,US62914V1061,NIO,5.0,1.35981,,182.01,,,,,,,,EOF766230293,,49.5,2021-06-01,19:50:00,Buy,36.40214441723476
1278,BMG6964L1072,PSFE,175.0,1.36022,-2.51,1835.9,,,,,,,,EOF766230327,,14.27,2021-06-01,19:50:00,Sell,10.490949993383422
1279,BMG6964L1072,PSFE,50.0,1.36002,,527.93,,,,,,,,EOF767432854,,14.36,2021-06-01,19:54:00,Buy,10.558668254878604
1280,US63910B1026,NLS,5.0,1.36005,,70.84,,,,,,,,EOF767433115,,19.27,2021-06-01,19:55:00,Buy,14.16859674276681
1281,US62914V1061,NIO,20.0,1.36013,,757.57,,,,,,,,EOF767434253,,51.52,2021-06-01,19:57:00,Buy,37.87873218001221
1282,US92671V1061,VIEW,15.0,1.36009,,126.17,,,,,,,,EOF767436692,,11.44,2021-06-01,20:03:00,Buy,8.411208081818115
1283,US62914V1061,NIO,10.0,1.36054,,367.5,,,,,,,,EOF767438324,,50.0,2021-06-01,20:07:00,Buy,36.75011392535317
1284,US08862E1091,BYND,12.0,1.36206,,1052.02,,,,,,,,EOF767440900,,119.41,2021-06-01,20:15:00,Buy,87.66867832547759
1285,US15961R1059,CHPT,7.0,1.36157,,196.08,,,,,,,,EOF767443160,,38.14,2021-06-01,20:22:00,Buy,28.011780518078396
1286,US48138M1053,JMIA,5.0,1.3615,,123.39,,,,,,,,EOF767444159,,33.6,2021-06-01,20:24:00,Buy,24.678663239074552
1287,US69608A1088,PLTR,4.0,1.36136,,68.61,,,,,,,,EOF767444300,,23.35,2021-06-01,20:24:00,Buy,17.151965681377447
1288,BMG6964L1072,PSFE,5.0,1.36102,,52.64,,,,,,,,EOF767444677,,14.33,2021-06-01,20:25:00,Buy,10.528868054841222
1289,BMG6964L1072,PSFE,5.0,1.36145,,52.48,,,,,,,,EOF767449326,,14.29,2021-06-01,20:38:00,Buy,10.496162180028644
1290,US37519D1072,GIK,10.0,1.36113,,101.31,,,,,,,,EOF767453365,,13.79,2021-06-01,20:50:00,Buy,10.13128797396281
1291,US70614W1009,PTON,5.0,1.36084,,527.62,,,,,,,,EOF767456834,,143.6,2021-06-01,20:58:00,Buy,105.52305928691102
1293,BMG6964L1072,PSFE,50.0,1.35803,,546.75,,,,,,,,EOF768569976,,14.85,2021-07-01,14:30:00,Buy,10.934957254258006
1294,US01609W1027,BABA,18.0,1.35881,-360.63,3014.59,,,,,,,,EOF773136370,,227.57,2021-07-01,14:33:00,Sell,167.47742509990357
1295,XS2193972598,3LTS,15.0,1.35867,,1090.76,,,,,,,,EOF773136713,,98.8,2021-07-01,14:33:00,Buy,72.7181729191047
1296,BMG6964L1072,PSFE,40.0,1.3583,,447.03,,,,,,,,EOF773138044,,15.18,2021-07-01,14:34:00,Buy,11.175734373849664
1297,US5657881067,MARA,50.0,1.35807,,744.8,,,,,,,,EOF773144864,,20.23,2021-07-01,14:37:00,Buy,14.896139374259057
1298,US62914V1061,NIO,20.0,1.35757,,796.12,,,,,,,,EOF773147911,,54.04,2021-07-01,14:39:00,Buy,39.80641882186554
1299,US63910B1026,NLS,15.0,1.35666,,220.91,,,,,,,,EOF773156414,,19.98,2021-07-01,14:45:00,Buy,14.727345097518906
1300,US5657881067,MARA,20.0,1.35649,,288.98,,,,,,,,EOF773164586,,19.6,2021-07-01,14:53:00,Buy,14.449056019579947
1301,US5657881067,MARA,10.0,1.35558,,165.24,,,,,,,,EOF778884469,,22.4,2021-07-01,16:28:00,Buy,16.524292184895025
1302,XS2193972598,3LTS,4.0,1.35572,,321.29,,,,,,,,EOF778884601,,108.89,2021-07-01,16:28:00,Buy,80.31894491487918
1303,US5657881067,MARA,40.0,1.35614,26.38,625.88,,,,,,0.01,,EOF781035408,,21.22,2021-07-01,18:22:00,Sell,15.647352043299364
1304,US5657881067,MARA,30.0,1.35732,,466.36,,,,,,,,EOF781052190,,21.1,2021-07-01,19:06:00,Buy,15.545339345180208
1305,US5657881067,MARA,20.0,1.35721,,309.6,,,,,,,,EOF781054279,,21.01,2021-07-01,19:12:00,Buy,15.48028676476006
1306,US35952H6018,FCEL,20.0,1.35776,55.87,216.09,,,,,,0.0,,EOF781054766,,14.67,2021-07-01,19:14:00,Sell,10.804560452510016
1308,US88160R1014,TSLA,1.0,1.36086,108.21,618.95,,,,,,,,EOF788316216,,842.3,2021-08-01,14:40:00,Sell,618.9468424378701
1309,XS2193972598,3LTS,3.0,1.36074,,272.37,,,,,,,,EOF788317244,,123.54,2021-08-01,14:41:00,Buy,90.78883548657349
1310,US5657881067,MARA,8.0,1.361,,153.89,,,,,,,,EOF788318862,,26.18,2021-08-01,14:41:00,Buy,19.235855988243937
1311,US63910B1026,NLS,80.0,1.36112,47.65,1134.9,,,,,,0.03,,EOF788320575,,19.31,2021-08-01,14:42:00,Sell,14.186846126719171
1312,US73102V1052,POLA,100.0,1.36003,,489.69,,,,,,,,EOF788326976,,6.66,2021-08-01,14:46:00,Buy,4.896950802555826
1313,US5500211090,LULU,2.0,1.3601,,540.6,,,,,,,,EOF788327823,,367.64,2021-08-01,14:46:00,Buy,270.30365414307767
1314,XS2193972598,3LTS,3.0,1.35849,,278.0,,,,,,,,EOF791884550,,125.89,2021-08-01,14:51:00,Buy,92.66906638988877
1315,US5657881067,MARA,10.0,1.35851,,203.09,,,,,,,,EOF791892658,,27.59,2021-08-01,14:57:00,Buy,20.30901502381285
1316,US08862E1091,BYND,12.0,1.35581,-1.43,1050.59,,,,,,,,EOF791922102,,118.7,2021-08-01,15:22:00,Sell,87.54914036627551
1317,XS2193972598,3LTS,5.0,1.355,,492.2,,,,,,,,EOF791922932,,133.39,2021-08-01,15:23:00,Buy,98.44280442804427
1318,US73102V1052,POLA,100.0,1.35582,30.29,519.98,,,,,,,,EOF791930719,,7.05,2021-08-01,15:30:00,Sell,5.199805283887241
1319,BMG6964L1072,PSFE,150.0,1.35664,7.35,1634.18,,,,,,,,EOF791931438,,14.78,2021-08-01,15:31:00,Sell,10.894563038094114
1320,XS2193972598,3LTS,10.0,1.35507,,957.64,,,,,,,,EOF793385337,,129.77,2021-08-01,15:35:00,Buy,95.7662703771761
1321,US5657881067,MARA,10.0,1.35539,,189.47,,,,,,,,EOF793385803,,25.68,2021-08-01,15:36:00,Buy,18.946576262182838
1322,US73102V1052,POLA,60.0,1.35598,,326.55,,,,,,,,EOF793390162,,7.38,2021-08-01,15:42:00,Buy,5.442558149825219
1323,BMG6964L1072,PSFE,50.0,1.35764,,550.58,,,,,,,,EOF793399608,,14.95,2021-08-01,15:55:00,Buy,11.01175569370378
1324,BMG6964L1072,PSFE,40.0,1.35493,,433.97,,,,,,,,EOF795429800,,14.7,2021-08-01,18:39:00,Buy,10.84926896592444
1325,US62914V1061,NIO,20.0,1.3545,65.02,829.82,,,,,,,,EOF795431841,,56.2,2021-08-01,18:43:00,Sell,41.49132521225545
1326,US5657881067,MARA,7.0,1.35643,,133.14,,,,,,,,EOF797072545,,25.8,2021-08-01,20:41:00,Buy,19.020517092662356
1327,XS2193972598,3LTS,20.0,1.35068,344.46,1851.44,,,,,,,,EOF801346731,,125.04,2021-11-01,09:18:00,Sell,92.57559155388397
1328,US72919P2020,PLUG,9.0,1.34704,,337.94,,,,,,,,EOF805920986,,50.58,2021-11-01,14:44:00,Buy,37.54899631785248
1329,US35952H6018,FCEL,28.0,1.34683,,311.43,,,,,,,,EOF805921705,,14.98,2021-11-01,14:44:00,Buy,11.12241337065554
1330,US37519D1072,GIK,10.0,1.34687,,106.17,,,,,,,,EOF806941663,,14.3,2021-11-01,14:47:00,Buy,10.617208787782044
1331,XS2193972598,3LTS,50.0,1.34636,373.32,4140.76,,,,,,,,EOF806950388,,111.5,2021-11-01,14:50:00,Sell,82.81588876674887
1332,XS2193972598,3LTS,12.0,1.34576,,1036.68,,,,,,,,EOF806972378,,116.26,2021-11-01,14:56:00,Buy,86.38984662941387
1333,US09354A1007,BLNK,5.0,1.34542,,167.98,,,,,,,,EOF806976919,,45.2,2021-11-01,14:58:00,Buy,33.59545718065734
1334,XS2193972598,3LTS,12.0,1.34669,,1082.56,,,,,,,,EOF807768747,,121.49,2021-11-01,15:13:00,Buy,90.21378342454463
1335,XS2193972598,3LTS,6.0,1.34722,,551.22,,,,,,,,EOF808679425,,123.77,2021-11-01,15:38:00,Buy,91.87066700316205
1336,IM00B3NTV894,BPC,13953.48837,100.0,,300.0,,,,,,,,EOF809099510,,2.15,2021-11-01,15:49:00,Buy,0.0215
1337,US92671V1061,VIEW,30.0,1.34861,,274.73,,,,,,,,EOF809106765,,12.35,2021-11-01,15:57:00,Buy,9.15757706082559
1338,US63910B1026,NLS,20.0,1.34859,,302.54,,,,,,,,EOF809106770,,20.4,2021-11-01,15:57:00,Buy,15.12691032856539
1339,US15961R1059,CHPT,4.0,1.34848,,129.63,,,,,,,,EOF809116884,,43.7,2021-11-01,16:13:00,Buy,32.406858092074046
1340,US15961R1059,CHPT,1.0,1.34848,,32.41,,,,,,,,EOF809116882,,43.7,2021-11-01,16:13:00,Buy,32.406858092074046
1341,KYG825141032,IPOD,40.0,1.34877,,451.08,,,,,,,,EOF809127195,,15.21,2021-11-01,16:28:00,Buy,11.276941213105275
1342,KYG8252P1054,IPOE,35.0,1.34927,,499.6,,,,,,,,EOF809128706,,19.26,2021-11-01,16:30:00,Buy,14.274385408406028
1343,US29788T1034,ETWO,40.0,1.35082,,319.51,,,,,,,,EOF809735317,,10.79,2021-11-01,16:43:00,Buy,7.987740779674568
1344,US5657881067,MARA,125.0,1.35237,109.64,2164.7,,,,,,,,EOF812187972,,23.42,2021-11-01,20:57:00,Sell,17.31774588315328
1345,US62914V1061,NIO,2.0,1.35215,,92.49,,,,,,,,EOF812188910,,62.53,2021-11-01,20:58:00,Buy,46.24486928225419
1346,US91823B1098,UWMC,50.0,1.35212,,477.03,,,,,,,,EOF812188934,,12.9,2021-11-01,20:59:00,Buy,9.540573321894506
1347,XS2193972598,3LTS,15.0,1.35461,,1245.48,,,,,,,,EOF812216262,,112.48,2021-12-01,09:07:00,Buy,83.03496947460893
1350,XS2193972598,3LTS,5.0,1.35904,,452.9,,,,,,,,EOF816185068,,123.1,2021-12-01,15:15:00,Buy,90.57864374852836
1351,US1714391026,CCIV,30.0,1.36152,,327.65,,,,,,,,EOF816191975,,14.87,2021-12-01,15:24:00,Buy,10.921617016275926
1352,US98980L1017,ZM,8.0,1.36218,-362.35,1998.27,,,,,,,,EOF817286471,,340.25,2021-12-01,16:25:00,Sell,249.78343537564785
1353,US35906A3068,FTR,1080.0,1.36587,,300.39,,,,,,,,EOF818528443,,0.38,2021-12-01,20:16:00,Buy,0.2782109571189059
1354,US91823B1098,UWMC,20.0,1.36622,,187.23,,,,,,,,EOF819490139,,12.79,2021-12-01,20:45:00,Buy,9.361596229011433
1355,US9254581013,VWDRY,6.0,1.36651,,346.65,,,,,,,,EOF819499042,,78.95,2021-12-01,21:01:00,Buy,57.774915661063595
1356,XS2193972598,3LTS,50.0,1.36877,51.15,4419.99,,,,,,,,EOF819526236,,121.0,2021-01-13,10:05:00,Sell,88.40053478670632
1357,XS2193972598,3LTS,5.0,1.36648,,433.38,,,,,,,,EOF819531721,,118.44,2021-01-13,11:07:00,Buy,86.67525320531585
1358,XS2193972598,3LTS,5.0,1.36574,,430.05,,,,,,,,EOF820583495,,117.47,2021-01-13,11:26:00,Buy,86.01197885395463
1359,XS2193972598,3LTS,15.0,1.36744,,1320.63,,,,,,,,EOF820586651,,120.39,2021-01-13,12:05:00,Buy,88.04042590534137
1360,XS2193972598,3LTS,5.0,1.36797,,440.88,,,,,,,,EOF820590372,,120.62,2021-01-13,12:43:00,Buy,88.17444827006442
1361,US5533681012,MP,20.0,1.36514,,505.44,,,,,,,,EOF820615725,,34.5,2021-01-13,14:30:00,Buy,25.272133261057473
1362,US12619F1049,CPSH,75.0,1.36524,,345.54,,,,,,,,EOF820622818,,6.29,2021-01-13,14:31:00,Buy,4.607248542380827
1363,US12619F1049,CPSH,75.0,1.36484,-34.51,311.03,,,,,,,,EOF822104441,,5.66,2021-01-13,14:45:00,Sell,4.1470062424899625
1364,US12619F1049,CPSH,80.0,1.36367,,332.63,,,,,,,,EOF822123716,,5.67,2021-01-13,15:02:00,Buy,4.15789743852985
1365,US7761531083,RMO,30.0,1.36493,,467.71,,,,,,,,EOF823089360,,21.28,2021-01-13,15:17:00,Buy,15.590543104774605
1366,US12619F1049,CPSH,80.0,1.36565,126.64,459.27,,,,,,,,EOF823105441,,7.84,2021-01-13,15:37:00,Sell,5.740856002636107
1367,CA2848492054,SOLO,164.0,1.36262,,1001.37,,,,,,,,EOF823129465,,8.32,2021-01-13,16:11:00,Buy,6.10588425239612
1368,US35952H6018,FCEL,7.0,1.36243,,100.86,,,,,,,,EOF824339871,,19.63,2021-01-13,16:24:00,Buy,14.40807968115793
1369,US62914V1061,NIO,3.0,1.36265,,138.7,,,,,,,,EOF824343596,,63.0,2021-01-13,16:28:00,Buy,46.23344218985066
1370,US87663X1028,TTCF,4.0,1.36293,,75.72,,,,,,,,EOF824351175,,25.8,2021-01-13,16:38:00,Buy,18.92980563932117
1371,US87663X1028,TTCF,2.0,1.36297,,37.83,,,,,,,,EOF824351395,,25.78,2021-01-13,16:38:00,Buy,18.914576256263896
1372,US35906A3068,FTR,236.0,1.36393,0.11,65.75,,,,,,,,EOF825458454,,0.38,2021-01-13,18:28:00,Limit,0.2786066733630025
1373,US09075F1075,BNGO,60.0,1.3635,,231.9,,,,,,,,EOF825469262,,5.27,2021-01-13,18:50:00,Buy,3.865053171983865
1374,US1714391026,CCIV,30.0,1.36347,,346.54,,,,,,,,EOF825470180,,15.75,2021-01-13,18:51:00,Buy,11.551409271931176
1375,US35906A3068,FTR,200.0,1.36376,0.1,55.73,,,,,,,,EOF825472656,,0.38,2021-01-13,18:56:00,Limit,0.278641403179445
1376,US1714391026,CCIV,20.0,1.36302,,245.78,,,,,,,,EOF825474319,,16.75,2021-01-13,18:59:00,Buy,12.288887910668956
1377,US1714391026,CCIV,80.0,1.36343,33.51,953.45,,,,,,0.02,,EOF825475185,,16.25,2021-01-13,19:01:00,Sell,11.918470328509715
1378,US1714391026,CCIV,50.0,1.36318,,594.2,,,,,,,,EOF825481184,,16.2,2021-01-13,19:15:00,Buy,11.883977171026569
1379,US35906A3068,FTR,644.0,1.36396,0.3,179.42,,,,,,,,EOF826338226,,0.38,2021-01-13,19:33:00,Limit,0.27860054547054164
1380,US1714391026,CCIV,50.0,1.36398,,603.01,,,,,,,,EOF826342337,,16.45,2021-01-13,19:45:00,Buy,12.060294139210253
1381,US98422D1054,XPEV,10.0,1.36394,,376.85,,,,,,,,EOF826342511,,51.4,2021-01-13,19:46:00,Buy,37.68494215288062
1382,US37519D1072,GIK,30.0,1.36492,47.96,338.92,,,,,,,,EOF828556502,,15.42,2021-01-14,14:33:00,Sell,11.29736541335756
1383,US1714391026,CCIV,20.0,1.36522,,253.29,,,,,,,,EOF829970585,,17.29,2021-01-14,15:16:00,Buy,12.664625481607358
1384,US09075F1075,BNGO,40.0,1.3659,,182.44,,,,,,,,EOF829977188,,6.23,2021-01-14,15:24:00,Buy,4.561095248554068
1385,US5657881067,MARA,6.0,1.36612,,114.02,,,,,,,,EOF829981165,,25.96,2021-01-14,15:28:00,Buy,19.002723040435686
1388,US1714391026,CCIV,120.0,1.3678,-1.17,1449.33,,,,,,,,EOF831060633,,16.52,2021-01-14,16:06:00,Sell,12.077789150460594
1389,US1714391026,CCIV,41.0,1.367,,500.57,,,,,,,,EOF831062528,,16.69,2021-01-14,16:09:00,Buy,12.209217264081932
1390,US1714391026,CCIV,29.0,1.3684,,362.18,,,,,,,,EOF831065685,,17.09,2021-01-14,16:14:00,Buy,12.489038292896813
1391,US1714391026,CCIV,20.0,1.36865,,251.34,,,,,,,,EOF831067584,,17.2,2021-01-14,16:16:00,Buy,12.567128192014028
1392,US36118H1059,FUSE,30.0,1.36858,,272.91,,,,,,,,EOF831071756,,12.45,2021-01-14,16:22:00,Buy,9.097020269184117
1393,US1714391026,CCIV,10.0,1.36839,,126.57,,,,,,,,EOF831072498,,17.32,2021-01-14,16:23:00,Buy,12.657210298233691
1394,US09075F1075,BNGO,100.0,1.36812,,487.53,,,,,,,,EOF832236854,,6.67,2021-01-14,16:48:00,Buy,4.875303335964682
1395,US37519D1072,GIK,10.0,1.36818,,116.21,,,,,,,,EOF832247290,,15.9,2021-01-14,17:11:00,Buy,11.621277902030435
1396,US37519D1072,GIK,30.0,1.36792,,350.02,,,,,,,,EOF832249401,,15.96,2021-01-14,17:14:00,Buy,11.667348967775894
1397,US37519D1072,GIK,20.0,1.36817,,234.77,,,,,,,,EOF832249717,,16.06,2021-01-14,17:15:00,Buy,11.738307374083629
1398,US52567D1072,LMND,5.0,1.36751,,606.94,,,,,,,,EOF832252353,,166.0,2021-01-14,17:20:00,Buy,121.38850904198141
1399,US5657881067,MARA,9.0,1.3686,,161.05,,,,,,,,EOF832273027,,24.49,2021-01-14,18:03:00,Buy,17.894198450971793
1400,US12619F1049,CPSH,15.0,1.36867,,111.02,,,,,,,,EOF832274645,,10.13,2021-01-14,18:08:00,Buy,7.4013458320851635
1402,XS2193972598,3LTS,12.0,1.36011,26.4,1076.38,,,,,,,,EOF835551330,,122.0,2021-01-15,14:08:00,Sell,89.6986273169082
1403,KYG045611095,ACTC,40.0,1.36114,,782.87,,,,,,,,EOF835581349,,26.64,2021-01-15,14:32:00,Buy,19.57182949586376
